Date,Open,High,Low,Close,Adj Close,Volume
2018-05-11,115.919998,116.430000,115.680000,116.180000,109.485916,549000
2018-05-14,115.949997,116.260002,115.000000,115.190002,108.552971,1085900
2018-05-15,113.459999,113.970001,112.599998,113.639999,107.092262,524700
2018-05-16,113.650002,114.720001,113.080002,114.160004,107.582306,616500
2018-05-17,114.250000,115.180000,113.959999,114.550003,107.949844,532500
2018-05-18,112.489998,113.330002,112.120003,113.239998,108.348824,1224800
2018-05-21,114.190002,114.440002,113.470001,113.720001,108.808090,397200
2018-05-22,113.400002,113.860001,112.879997,113.110001,108.224442,649600
2018-05-23,112.019997,113.709999,112.019997,113.629997,108.721977,779600
2018-05-24,113.949997,114.260002,112.940002,114.029999,109.104698,1999200
2018-05-25,113.680000,114.260002,113.540001,114.029999,109.104698,2068300
2018-05-29,110.669998,111.150002,109.720001,110.290001,105.526245,1017300
2018-05-30,111.879997,112.650002,110.989998,112.400002,107.545120,671300
2018-05-31,112.680000,113.029999,111.870003,112.790001,107.918266,408600
2018-06-01,114.459999,114.459999,113.180000,113.730003,108.817665,518100
2018-06-04,114.139999,114.919998,114.050003,114.610001,109.659653,535700
2018-06-05,116.169998,116.440002,115.339996,115.669998,110.673866,640700
2018-06-06,116.449997,116.940002,115.820000,116.889999,111.841164,1384900
2018-06-07,117.889999,118.019997,116.440002,116.930000,111.879448,1074800
2018-06-08,118.070000,119.070000,117.519997,118.750000,113.620834,911700
2018-06-11,119.309998,120.559998,119.070000,120.010002,114.826416,722700
2018-06-12,120.580002,120.790001,119.989998,120.190002,114.998634,755500
2018-06-13,120.980003,121.379997,120.080002,120.500000,115.295250,460100
2018-06-14,120.660004,121.949997,120.540001,121.379997,116.137230,536100
2018-06-15,121.019997,121.199997,120.440002,121.180000,115.945877,544100
2018-06-18,118.459999,119.519997,118.440002,119.470001,114.309738,1986000
2018-06-19,116.720001,118.730003,116.720001,118.510002,113.391205,1515600
2018-06-20,118.739998,119.239998,118.129997,118.589996,113.467735,855200
2018-06-21,119.040001,119.040001,117.540001,117.940002,112.845825,644500
2018-06-22,117.660004,118.269997,116.169998,117.830002,112.740570,1446000
2018-06-25,116.339996,116.570000,115.360001,116.269997,111.247955,1453400
2018-06-26,115.610001,115.870003,114.739998,115.209999,110.233734,1077300
2018-06-27,116.010002,116.660004,114.550003,114.839996,109.879707,521200
2018-06-28,112.260002,113.489998,112.199997,113.209999,108.320122,1037500
2018-06-29,115.019997,115.820000,115.000000,115.660004,110.664307,613000
2018-07-02,113.589996,115.389999,113.529999,115.320000,110.338989,521700
2018-07-03,115.949997,115.949997,114.989998,115.180000,110.205032,1279300
2018-07-05,115.629997,116.570000,115.269997,116.449997,111.420174,896400
2018-07-06,116.480003,117.190002,116.239998,117.129997,112.070801,852600
2018-07-09,119.449997,119.480003,118.550003,119.379997,114.223618,808800
2018-07-10,119.260002,120.129997,119.260002,119.669998,114.501099,512000
2018-07-11,117.620003,118.459999,117.480003,117.820000,112.731003,654000
2018-07-12,118.110001,119.610001,118.110001,119.440002,114.281036,755400
2018-07-13,119.480003,119.980003,119.059998,119.910004,114.730736,804200
2018-07-16,120.070000,120.800003,120.059998,120.570000,115.362221,1450800
2018-07-17,119.720001,121.910004,119.680000,121.639999,116.386009,741700
2018-07-18,121.650002,122.739998,121.269997,121.959999,116.692184,1738900
2018-07-19,118.080002,118.769997,116.879997,117.410004,112.338715,1390500
2018-07-20,117.050003,117.320000,116.180000,116.400002,111.372330,1451300
2018-07-23,117.139999,117.139999,116.330002,116.809998,111.764626,715800
2018-07-24,118.599998,118.680000,116.900002,117.379997,112.310005,738400
2018-07-25,118.110001,119.480003,117.489998,119.269997,114.118370,645300
2018-07-26,119.570000,120.510002,119.370003,119.699997,114.529800,952700
2018-07-27,120.940002,120.940002,118.930000,119.050003,113.907875,794200
2018-07-30,119.019997,119.080002,116.730003,116.769997,111.726349,708400
2018-07-31,116.889999,117.110001,115.790001,116.040001,111.027893,1363500
2018-08-01,116.330002,116.519997,115.750000,115.949997,110.941772,1039400
2018-08-02,114.879997,115.570000,114.790001,115.570000,110.578194,751100
2018-08-03,115.489998,115.779999,114.809998,115.709999,110.712143,448600
2018-08-06,115.000000,115.660004,114.629997,115.239998,110.262444,290500
2018-08-07,115.980003,116.000000,115.120003,115.589996,110.597321,321900
2018-08-08,116.019997,116.470001,115.779999,116.019997,111.008743,330400
2018-08-09,116.290001,116.510002,115.540001,115.690002,110.693008,457500
2018-08-10,112.260002,113.309998,112.220001,112.860001,107.985237,820000
2018-08-13,114.470001,114.900002,113.830002,114.099998,109.171684,635900
2018-08-14,114.519997,114.660004,113.419998,114.169998,109.238655,690300
2018-08-15,112.879997,113.349998,112.120003,113.220001,108.329689,1340500
2018-08-16,115.540001,116.779999,115.260002,116.080002,111.066154,877900
2018-08-17,115.480003,116.930000,115.379997,116.900002,111.850746,468700
2018-08-20,117.730003,117.889999,117.139999,117.699997,112.616188,748300
2018-08-21,118.150002,118.209999,117.580002,117.980003,112.884094,426100
2018-08-22,119.059998,119.099998,118.449997,119.080002,113.936577,829900
2018-08-23,119.739998,120.160004,119.110001,119.290001,114.137512,525500
2018-08-24,120.250000,120.940002,119.919998,120.900002,115.677971,324600
2018-08-27,121.669998,122.379997,121.320000,122.209999,116.931389,394800
2018-08-28,122.500000,122.510002,121.820000,122.029999,116.759163,493800
2018-08-29,122.099998,122.459999,121.919998,122.050003,116.778305,1498900
2018-08-30,121.070000,121.889999,120.870003,121.230003,115.993713,716300
2018-08-31,120.110001,120.830002,119.389999,119.739998,114.568069,443700
2018-09-04,117.760002,118.809998,117.550003,118.379997,113.266808,926400
2018-09-05,117.320000,117.400002,115.330002,115.410004,110.425102,863700
2018-09-06,115.959999,116.139999,114.550003,115.330002,110.348557,618500
2018-09-07,115.550003,116.699997,115.269997,116.519997,111.487152,569000
2018-09-10,118.050003,118.419998,117.580002,118.260002,113.152000,533100
2018-09-11,117.980003,119.519997,117.629997,119.290001,114.137512,395400
2018-09-12,120.419998,121.430000,119.800003,121.050003,115.821495,655100
2018-09-13,121.580002,121.830002,120.839996,121.169998,115.936310,723700
2018-09-14,121.190002,121.639999,120.910004,121.400002,116.156380,429400
2018-09-17,120.330002,120.629997,119.720001,119.790001,114.615913,1791100
2018-09-18,119.269997,120.739998,119.260002,120.279999,115.084747,490800
2018-09-19,119.309998,119.800003,119.040001,119.489998,114.328865,770400
2018-09-20,119.760002,120.440002,119.239998,120.129997,114.941223,835500
2018-09-21,121.199997,122.430000,120.910004,121.639999,116.386009,715800
2018-09-24,121.940002,122.510002,121.470001,122.040001,116.768730,424800
2018-09-25,124.320000,126.629997,123.940002,126.610001,121.141342,2447800
2018-09-26,126.169998,127.160004,126.080002,126.169998,120.720337,866100
2018-09-27,126.010002,126.379997,125.239998,125.360001,119.945328,855800
2018-09-28,122.470001,123.739998,122.470001,123.000000,117.687263,1342000
2018-10-01,123.580002,123.750000,122.870003,123.269997,117.945595,520600
2018-10-02,122.040001,122.599998,121.459999,122.209999,116.931389,627800
2018-10-03,123.239998,123.250000,122.529999,122.769997,117.467201,359500
2018-10-04,123.080002,123.089996,121.419998,122.059998,116.787865,536500
2018-10-05,120.470001,121.099998,119.459999,120.089996,114.902954,528100
2018-10-08,117.629997,118.040001,116.269997,117.330002,112.262169,1522400
2018-10-09,117.669998,119.800003,117.669998,119.379997,114.223618,1796100
2018-10-10,116.360001,116.510002,112.779999,113.010002,108.128761,2665200
2018-10-11,113.510002,114.209999,111.510002,112.910004,108.033081,2087900
2018-10-12,114.760002,115.320000,112.320000,114.529999,109.583115,967400
2018-10-15,112.910004,113.980003,112.760002,113.250000,108.358391,726800
2018-10-16,115.949997,117.430000,115.379997,117.419998,112.348282,2058900
2018-10-17,116.199997,116.360001,115.059998,115.790001,110.788681,963300
2018-10-18,110.660004,111.190002,106.980003,107.010002,102.387924,2493100
2018-10-19,108.800003,109.800003,108.580002,109.019997,104.311096,1064200
2018-10-22,110.180000,110.339996,108.029999,108.620003,103.928383,1098100
2018-10-23,106.260002,108.430000,105.870003,107.739998,103.086388,980000
2018-10-24,106.290001,106.430000,103.309998,103.370003,98.905144,1336100
2018-10-25,104.820000,107.519997,103.879997,106.540001,101.938217,1087100
2018-10-26,104.879997,106.650002,103.830002,105.410004,100.857033,782000
2018-10-29,106.540001,106.709999,102.809998,104.279999,99.775841,788000
2018-10-30,104.330002,105.639999,103.889999,105.589996,101.029243,877800
2018-10-31,106.809998,107.930000,106.669998,107.260002,102.627121,827000
2018-11-01,107.050003,107.199997,105.970001,106.669998,102.062607,760600
2018-11-02,107.949997,108.470001,106.949997,107.629997,102.981133,563600
2018-11-05,107.769997,107.849998,106.750000,107.620003,102.971573,523400
2018-11-06,106.779999,107.580002,106.540001,106.900002,102.282677,601200
2018-11-07,108.080002,109.510002,107.870003,109.489998,104.760803,981800
2018-11-08,107.940002,108.680000,107.400002,107.610001,102.961998,1311000
2018-11-09,107.919998,108.500000,107.199997,108.309998,103.631767,912500
2018-11-12,103.110001,103.320000,101.019997,101.419998,97.039368,1350400
2018-11-13,102.139999,104.250000,102.099998,103.730003,99.249596,1828900
2018-11-14,105.209999,105.440002,103.230003,103.830002,99.345276,789300
2018-11-15,103.839996,106.089996,103.250000,105.480003,100.924004,760000
2018-11-16,103.989998,105.300003,103.620003,104.599998,100.082016,1112300
2018-11-19,104.190002,104.269997,101.180000,101.580002,97.192459,1704300
2018-11-20,98.970001,101.000000,98.830002,99.980003,95.661568,936300
2018-11-21,101.480003,102.239998,101.199997,101.510002,97.125488,890800
2018-11-23,99.910004,101.589996,99.910004,100.989998,96.627937,524800
2018-11-26,102.239998,102.769997,101.400002,102.739998,98.302345,832300
2018-11-27,101.599998,102.410004,100.940002,101.860001,97.460365,764200
2018-11-28,102.720001,105.089996,102.440002,104.910004,100.378632,695900
2018-11-29,104.699997,104.980003,103.570000,103.989998,99.498360,782600
2018-11-30,103.690002,103.879997,103.000000,103.680000,99.201752,698900
2018-12-03,105.500000,105.580002,104.750000,105.290001,100.742218,666900
2018-12-04,105.309998,105.449997,102.779999,102.910004,98.465012,884200
2018-12-06,100.339996,101.720001,99.559998,101.510002,97.125488,1596300
2018-12-07,102.690002,103.220001,100.279999,100.720001,96.369606,683700
2018-12-10,101.550003,102.379997,100.489998,101.900002,97.498634,871700
2018-12-11,102.820000,102.900002,101.029999,101.559998,97.173309,981800
2018-12-12,103.639999,104.269997,103.290001,103.339996,98.876434,830900
2018-12-13,103.629997,104.050003,102.860001,103.459999,98.991249,1071800
2018-12-14,101.580002,102.080002,100.800003,100.989998,96.627937,673500
2018-12-17,100.349998,100.879997,99.150002,99.620003,95.317116,789900
2018-12-18,100.320000,100.570000,99.690002,100.080002,95.757248,724800
2018-12-19,102.019997,102.260002,98.849998,100.110001,95.785950,854400
2018-12-20,100.510002,101.000000,98.980003,100.099998,95.776382,854000
2018-12-21,99.320000,99.459999,95.739998,96.139999,91.987427,2155000
2018-12-24,95.860001,96.930000,95.000000,95.000000,90.896667,405500
2018-12-26,95.209999,98.480003,94.809998,98.379997,94.130669,559000
2018-12-27,97.709999,99.059998,96.639999,98.989998,94.714325,978900
2018-12-28,100.010002,100.209999,98.940002,99.199997,94.915253,534500
